sample_id,repo,source_path,strategy,rank,score,source_type,category,guideline_text,query_preview
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,2,0.62673485,ruff,documentation_formatting,D105: Missing docstring in magic method. Dunder methods like __repr__ and __eq__ should have docstrings.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,3,0.60967296,pylint,naming_convention,W3201 (bad-dunder-name): Dunder method name is incorrect or not a recognized Python special method name.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,4,0.60855484,ruff,mutable_default,"B006 example fix: Instead of 'def func(items=[]):', write 'def func(items=None):' and then 'if items is None: items = []' inside the function body.","Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,5,0.6039009,ruff,naming_convention,N814: CamelCase imported as constant. Do not alias CamelCase imports to UPPER_CASE names.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,6,0.6036918,ruff,documentation_formatting,D100: Missing docstring in public module. Public modules should have a docstring describing their purpose and exported objects.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,7,0.6018884,pylint,naming_convention,C0132 (typevar-name-mismatch): TypeVar name does not match the variable it is assigned to.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,8,0.60086095,ruff,naming_convention,N807: Function name should not start and end with double underscores (__). Dunder names are reserved for Python special methods.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,9,0.60047185,ruff,unused_import,"Be cautious when auto-removing unused imports in __init__.py files, as these may be intentional re-exports that form the module's public API.","Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-sklearn_PR_38,kannan-dedsec/synthetic-sklearn,tests/test_models.py,strategy_1_full_file,10,0.6002501,ruff,documentation_formatting,D104: Missing docstring in public package. The __init__.py file of a public package should have a docstring.,"Repository: kannan-dedsec/synthetic-sklearn | File: tests/test_models.py
import os
import sys
import re
import pytest
from sklearn.datasets import load_iris, load_boston
from sklearn.model_selection import train_test_split
from sklearn.preprocessing import Sta"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,1,0.6350504,fastapi_review_comment,documentation_formatting,The multi-line docstring in get_current_user is missing a blank line after the summary and the closing quotes are placed incorrectly; please follow PEP 257 formatting for readability and consistency.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,2,0.6319588,fastapi_review_comment,naming_convention,It's best to stick with the snake_case naming convention for test functions in Python. Please rename `testCreateItem` to `test_create_item` to maintain consistency with PEP 8 guidelines.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,3,0.6256232,fastapi_review_comment,naming_convention,"It's great to see your work on the API, but could we stick to the PEP 8 naming conventions for function names? Let's rename `createItem` back to `create_item` to maintain consistency and readability in our codebase.","Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,4,0.62252945,fastapi_review_comment,documentation_formatting,Consider adding a docstring to the `validate_secret_key` method to explain its purpose and the expected input. This will improve clarity for anyone reading the code in the future.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,5,0.6168196,fastapi_review_comment,naming_convention,Consider renaming `sample_items` to `sampleItems` for consistency with the camelCase naming convention used throughout the codebase. This will help maintain a uniform style and improve readability.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,6,0.61298287,fastapi_review_comment,unused_import,It looks like the `json` import on line 3 isn't being used anywhere in the file. Consider removing it to keep the code clean and avoid any confusion.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,7,0.61103606,fastapi_review_comment,mutable_default,Using a mutable default argument like `session_data={}` can lead to unexpected behavior since the same instance is shared across function calls. Consider using `None` as the default and initializing the dictionary inside,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,8,0.6094301,fastapi_review_comment,mutable_default,Using a mutable default argument like `extra_data={}` in `validate_database_url` can lead to unexpected behavior due to shared state across function calls. Please change it to `extra_data=None` and initialize inside the ,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,9,0.60809016,fastapi_review_comment,unused_import,It looks like the `json` import on line 10 is not being used in the file. Consider removing it to keep the code clean and maintainable.,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_38,kannan-dedsec/synthetic-fastapi,tests/test_users.py,strategy_1_full_file,10,0.60785437,fastapi_review_comment,indentation,Looks like the indentation in get_current_user switched from 4 spaces to a mix of tabs and spacesâ€”can you standardize it to 4 spaces throughout for consistency and to avoid potential issues?,"Repository: kannan-dedsec/synthetic-fastapi | File: tests/test_users.py
""""""
Pytest test suite for user endpoints in the FastAPI project.

Covers:
    - User creation
    - User retrieval
    - User update
    - Listing users

Assumes the FastAPI app is importe"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,1,0.71196723,fastapi_review_comment,naming_convention,"For consistency with our naming conventions, please consider renaming `createItem` to `create_item` to follow the snake_case style commonly used in Python. This will help maintain readability and uniformity across the co","Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,2,0.70557666,fastapi_review_comment,naming_convention,Let's stick to the Python naming conventions and rename `updateItem` to `update_item` to maintain consistency with the rest of the codebase. This will help improve readability and maintainability.,"Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,3,0.69415545,fastapi_review_comment,naming_convention,"It's great to see your work on the API, but could we stick to the PEP 8 naming conventions for function names? Let's rename `createItem` back to `create_item` to maintain consistency and readability in our codebase.","Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,4,0.6814091,fastapi_review_comment,naming_convention,"Good job keeping naming consistent, but let's stick with snake_case for variable names (e.g., item_id, owner_id) to align with Python conventions and improve readability throughout the codebase.","Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,5,0.68070877,fastapi_review_comment,naming_convention,Consider renaming `sample_items` to `sampleItems` for consistency with the camelCase naming convention used throughout the codebase. This will help maintain a uniform style and improve readability.,"Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,6,0.67466056,fastapi_review_comment,naming_convention,Let's stick with snake_case for function and argument names to maintain consistency with Python's naming conventionsâ€”please revert getItem to get_item and itemId/ownerId to item_id/owner_id.,"Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,7,0.6579707,fastapi_review_comment,naming_convention,It's best to stick with the snake_case naming convention for test functions in Python. Please rename `testCreateItem` to `test_create_item` to maintain consistency with PEP 8 guidelines.,"Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,8,0.6514162,fastapi_review_comment,naming_convention,"It's generally more Pythonic to use snake_case for function names, so please consider renaming `listItems` back to `list_items` for consistency with PEP 8 guidelines.","Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,9,0.65138316,ruff,mutable_default,"B006 example fix: Instead of 'def func(items=[]):', write 'def func(items=None):' and then 'if items is None: items = []' inside the function body.","Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_34,kannan-dedsec/synthetic-fastapi,schemas/item.py,strategy_1_full_file,10,0.65046364,fastapi_review_comment,naming_convention,Let's stick to the PEP 8 style guide for function naming and use `get_item` instead of `getItem` for consistency with the rest of the codebase. This will help maintain readability and adherence to Python conventions.,"Repository: kannan-dedsec/synthetic-fastapi | File: schemas/item.py
""""""
Pydantic schemas for Item models in FastAPI project.

Defines ItemCreate, ItemUpdate, and ItemResponse data structures
with field validation and example data.
""""""

from typing import Optio"
synthetic-fastapi_PR_31,kannan-dedsec/synthetic-fastapi,routers/auth.py,strategy_1_full_file,1,0.6241077,fastapi_review_comment,documentation_formatting,The multi-line docstring in get_current_user is missing a blank line after the summary and the closing quotes are placed incorrectly; please follow PEP 257 formatting for readability and consistency.,"Repository: kannan-dedsec/synthetic-fastapi | File: routers/auth.py
""""""
Authentication router module for FastAPI project.

Defines endpoints for OAuth2 password flow, token refresh,
and user information retrieval.
""""""

from typing import Optional
from datetime"
synthetic-fastapi_PR_31,kannan-dedsec/synthetic-fastapi,routers/auth.py,strategy_1_full_file,2,0.6155731,fastapi_review_comment,documentation_formatting,Consider adding a docstring to the `validate_secret_key` method to explain its purpose and the expected input. This will improve clarity for anyone reading the code in the future.,"Repository: kannan-dedsec/synthetic-fastapi | File: routers/auth.py
""""""
Authentication router module for FastAPI project.

Defines endpoints for OAuth2 password flow, token refresh,
and user information retrieval.
""""""

from typing import Optional
from datetime"
